Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
09-mar-2010	4,2	3,6	3,1	2,5	3,1	2,3	1,1	0,8	0,7	0,7	2	3,6	4,7	5,4	5,4	5,6	5,6	5,8	6,6	5,5	5,6	4,1	3,9	4,3
10-mar-2010	3,8	4,3	4,1	3,8	4,1	3,4	2,6	1,8	1,4	1,6	3,4	4	5,5	5,3	5	5,6	5,5	5,3	5,8	6,3	5,2	3,9	2,3	2,4
11-mar-2010	2,7	2,5	2,3	2	1,7	0,9	1,3	1,1	1,1	1,1	2,3	3,6	4,2	5,2	3,9	5,4	5,4	5,3	5,4	5,7	4,3	3,8	3,2	3,7
12-mar-2010	4,2	4,3	3,6	3,3	3	2,5	1,3	1,4	1,1	1,1	2,5	2,8	4,2	5,4	6,1	5,4	5,8	5,9	6,2	6,9	6,3	5,1	4,7	5,4
13-mar-2010	4,5	3,9	3,4	3,3	3,3	1,1	1,1	0,6	1,2	1,2	2,4	4,8	5,6	6,1	6,5	6,3	6,5	6,3	7	6,7	5,7	4,3	5,2	4,8
14-mar-2010	4,4	5,3	4	3,7	3,6	4,1	2,4	1,2	1,8	0,9	2,6	4,7	5,2	6,3	6	6,7	6,7	6,5	6,9	7,4	5,2	5,3	4,8	5,3
15-mar-2010	5,2	4,4	6,1	3,5	1,9	1,7	2,8	1,5	1,2	2,1	3,9	5	5,6	4,3	6,5	6	5,7	6,7	6,8	5,8	3,9	3,2	4,2	5,6
16-mar-2010	6,9	6,2	4,8	4,8	4,2	3,8	2,3	2,2	1,8	2,1	3,5	4,1	6,2	4,6	5,1	5,5	5,5	7,3	6,6	7,1	6,7	5,2	6	6
17-mar-2010	6,4	4,4	4,9	3,8	3,2	3,7	2,6	0,9	1,1	1	2,4	3,9	5	5,7	5,6	6	6,1	5,7	5,7	5,7	5,5	4,1	3,7	4,3
18-mar-2010	4,4	4,7	4	3,4	2,1	1,2	1	1,1	1	0,7	1,6	2,5	2,4	4,6	5,1	5,3	5,4	5,6	5,8	5,4	5,1	3,9	3,3	3,5
19-mar-2010	3,6	3,1	2,7	1,8	1,2	1	1,5	0,9	1,1	0,7	2,9	4,2	4,7	5,7	6,1	5,5	6,6	6,9	7,1	6,5	4,3	3,2	3,1	2,7
20-mar-2010	2,8	2	1,7	1,5	0,9	0,8	0,9	0,9	0,9	0,7	2,2	3,5	4,8	5,8	5,6	5,3	6,3	5,7	5,2	4,1	4,1	3,2	2,7	2,7
21-mar-2010	1,2	5,5	2,9	3,3	2,9	1,7	1,7	1,9	2,6	1,9	0,6	0,8	2,3	2	2,1	2,4	2,6	1,6	2	3,2	2,9	2,8	1,2	1,2
22-mar-2010	0,6	0,9	0,9	0,8	0,5	0,9	1	1,1	1,2	0,7	0,9	1,3	1,6	1,3	3,4	2,5	3,9	4,7	5,2	5,8	4,7	3,4	4,2	4,5
23-mar-2010	5,1	5,4	4,8	3,7	2,8	2,1	1,8	1,6	1,7	1,7	3,1	3,8	4,5	4,3	3,1	4,3	5	5,5	6,2	6,2	6,1	4,3	3,6	3,7
24-mar-2010	4,2	4,3	4,4	4,4	3,9	1,9	1,5	0,6	0,7	0,6	2,6	3,6	5,2	3,8	2,8	2,9	4,2	5,2	4,5	6,1	4,7	4,5	4,6	3,6
25-mar-2010	4,2	4,4	4,6	3,5	1,9	1,5	1,3	0,8	0,8	1,1	2,1	1,5	2,1	1,8	1,9	2,2	1	3,6	3,4	4,3	3,4	2,8	2,9	3,2
26-mar-2010	1,8	1,3	1,8	1,7	1,1	1,1	1,1	1	0,7	0,5	1,1	1,3	1,8	4,5	4,1	4,1	3,3	3,7	2,6	3	3,1	1	0,9	0,8
27-mar-2010	1,2	0,5	0,7	5	2,1	1,8	0,9	0,7	1,3	0,7	1,3	1,8	2,3	3,1	4,3	3,9	3,6	4,3	4,9	5,8	6,1	3,4	3,5	4,6
28-mar-2010	5,3	4,6	4,2	3,5	2,7	1,9	2,3	2,1	1,5	0,8	2,3	3,3	4,1	5,4	5,3	5,6	5,8	4,8	4,8	4	4,6	2,5	1,7	1,7
29-mar-2010	0,6	0,5	1	1,9	1,8	0,8	1,1	0,9	0,8	0,4	1,3	2,2	3,1	2,4	3,6	4,3	4	5,5	4,8	4,7	3,9	1,9	2,1	2,2
30-mar-2010	1,4	1,6	1,6	1,2	1,5	1,8	1	1,2	0,4	0,9	1,2	2,7	3,9	2,9	3,1	5	5,3	5,5	4,8	4,9	3,4	2,5	3,1	2,8
31-mar-2010	3,5	3,9	3	1,7	1,4	1,7	1,4	1,7	1,9	0,9	1,9	4,1	4,9	5,2	5,2	5,9	5,5	6,7	7,1	6,4	6,2	4,8	5	5,1
01-abr-2010	5,4	5,4	4,1	2,8	2	2,3	1,5	1,8	1,4	0,9	2,8	4,4	3,6	5,8	6,2	6,1	6,4	6,1	6,5	5,4	5,5	4,1	4,2	4,1
02-abr-2010	5	4,4	3,6	2,2	1,8	1,1	0,7	0,8	0,7	0,7	1,4	2,5	4,2	4,3	5,6	5,4	5,8	6,1	4,4	4,5	4,6	3	3,6	4,3
03-abr-2010	4,9	3,5	4	2,8	1,5	2,2	1,9	0,9	0,4	0,6	2,1	2,7	3,6	3,9	2,6	3,6	3,5	5,4	6,3	5,1	4,3	3,3	3,8	3,3
04-abr-2010	4,9	3,4	4	2,9	2,1	1,2	0,9	1,4	1,3	0,6	3,7	0,5	1,2	2,5	3	2,5	4,2	1	4	5,6	4,5	4,4	1,2	1
05-abr-2010	0,4	0,3	0,5	0,9	1,8	1,3	1,6	1,3	0,8	0,8	1	2,2	3,1	3,7	5,4	5,4	5,5	5,8	6,5	5,6	4,7	3	2,7	3,4
06-abr-2010	4	4,4	2,2	3	2,6	1,7	1,5	0,8	1	1	2,2	4	4,5	5	5,2	5,9	5,7	5,5	5,9	5,2	4,2	2,3	1,7	1,9
07-abr-2010	1,5	1	1,9	1,4	1	0,9	1,1	0,8	1	1	1,5	2,8	3,5	3,5	4,6	4,4	4,8	5,2	4,7	4	3,4	2,2	1,4	1,4
08-abr-2010	1	0,2	1,4	0,8	1,1	0,7	0,8	0,6	0,3	1,2	0,8	1,8	3	3,8	3,7	3,9	4,7	5,1	4,5	4,3	4,4	2,1	1,2	1,5
09-abr-2010	0,9	0,5	1,1	0,5	0,4	1	1,6	0,8	0,9	1,1	1,6	1,5	1,8	1,6	1,4	2	2,3	2,9	1,7	2,3	0,6	0,7	0,6	1,1
10-abr-2010	3,3	3,3	2,4	1,4	0,7	0,5	1,3	0,7	1,1	0,4	1,1	2,3	2,4	2,3	2,5	3,6	5,2	4,3	2	2,3	3,3	4,1	4,3	3
11-abr-2010	2,9	3,8	1,1	2,1	3,1	3	0,5	0,4	0,5	0,7	1,3	1,7	1	1	1,1	1,4	2,1	3,4	3,5	3,2	1	1	0,8	1,4
12-abr-2010	1,5	0,5	1	0,9	1,2	2,1	1,2	0,8	1	1,2	1,4	2,1	2,5	3	3,4	4	2,9	3,2	4,1	4,4	3,7	1,5	0,4	0,6
13-abr-2010	0,5	3,4	3,6	1,6	2,5	2,2	1	0,6	1	0,7	1,7	2,3	3,2	4,4	3,5	3,7	5,4	4,8	5,1	4,7	4,7	2,6	0,6	0,9
14-abr-2010	1,1	2,2	3,3	2	1,6	2,9	1,9	1,6	1,8	1,4	1,9	2,5	3,3	4,3	4	3,8	3,8	4,4	5,1	4,7	4	2	1,9	1,6
15-abr-2010	2,9	2,7	2,1	2,4	2,2	1,8	2,3	2,9	3,3	1,9	2,5	3,9	4,6	3,5	4,1	3,6	4,7	5,9	6	5,6	4,2	4,5	4,8	6
16-abr-2010	4,8	3,7	3,4	4,6	2,1	2,3	1,4	0,6	0,8	0,7	2,2	3,4	4	4,7	5	4,7	5	4,9	5,4	4,2	3,1	2,5	2,4	3,4
17-abr-2010	3,8	3,6	3,9	2,9	1,3	0,9	0,9	0,7	0,4	0,5	1,4	2,2	2,5	4,3	4,2	3,4	5,8	4,1	5,7	1,2	1,3	1,5	1,4	1,1
18-abr-2010	1,1	0,9	1,1	1,3	5,1	3,6	1,8	0,7	1	1,8	1	1	1,1	1,4	2,2	3	4,2	4,3	4	3,3	2,4	2,5	4,2	1,4
19-abr-2010	1,4	1	0,4	0,9	1,7	1,2	1	1,1	1,2	1,1	2,4	2,3	2,9	2,7	3,2	3	3	1,3	2,8	3,5	2,7	1,2	2,9	2,5
20-abr-2010	1,6	1,1	0,6	1,4	3	3	1,8	1,5	0,3	0,7	1,2	1,9	0,7	1,2	2	1,6	2,1	1,6	3,7	2,8	3,5	1,6	1,3	0,8
21-abr-2010	1,5	2,7	2,5	3,5	3,8	2,5	1,5	1,8	0,7	1,8	0,7	2,4	2,4	3,5	4,1	4,9	4	4,3	3,7	3,6	1,7	2,3	3,2	2,5
22-abr-2010	2,5	3,6	2,7	2,1	2,3	1,8	1,6	1,4	1,2	0,4	1,5	3,7	3,7	3,1	3	3,8	2,1	4,6	3,2	2,3	4,6	4	3,8	1,8
23-abr-2010	1,7	1,1	2,1	1,6	1,2	0,8	1,3	1,2	2,4	1,9	4	3,2	4,3	3,3	4,1	4,6	2,3	3,4	2,2	1,7	0,6	0,3	1,6	0,5
24-abr-2010	0,5	3	2,3	1,6	0,8	1,7	0,5	0,7	0,8	0,5	1,6	3	4,1	4,7	5,1	4,6	5,1	5,6	4,7	4,8	3,8	3,3	2,9	1,8
25-abr-2010	2,1	2,8	2,4	2,6	2,8	2,1	1,6	1,4	0,7	0,8	1,6	2,7	4	4,9	4,5	5,9	3,7	5,3	4,9	1,9	2,1	0,8	0,3	1
26-abr-2010	2,2	1,6	1,2	0,6	0,9	2,3	0,9	1	0,6	0,6	1,3	2	2,6	2,5	2,9	3,6	3,4	3,6	4,6	4,3	2	1,3	1,6	0,8
27-abr-2010	0,7	1,6	2,6	3,3	3,1	2,2	1,5	0,7	0,9	0,8	2,8	1,9	2,1	3,3	2,6	2,8	2	4,5	4,3	5,1	3,6	3,3	3,3	3,7
28-abr-2010	4,3	3,5	4,3	2,7	2,6	2,4	1,6	2,3	1	1,3	1,8	2,7	3,7	3,6	4	3,9	3,6	3,9	4,8	5,4	3,9	2,5	3,3	3,4
29-abr-2010	4,6	1,4	1,1	0,3	0,5	1,4	1,4	0,6	1,3	0,2	1,4	2,8	2,9	2	2,4	2,4	1,3	1,5	2,1	4	2,9	2,2	3	0,6
30-abr-2010	2,2	2,9	3,8	3,8	2,8	3,3	2,9	2,4	1,5	1,5	2,1	2,9	2,7	3,1	2,3	2,6	2,9	2,8	3,8	3	1,4	3,3	2,5	3
01-mai-2010	3,7	4,6	4	3,7	2,6	2,5	1,8	1,3	0,9	0,4	1,8	2	2,5	3	1,9	2	2,7	4,3	4,1	4,4	2,5	2,5	2,6	3,5
02-mai-2010	2,5	0,8	0,7	1,9	2,5	1	1,1	1,2	1,3	1,1	2,2	3,7	4,3	2,9	3,5	4	3,9	3,7	4,6	4,2	3,6	2,8	1,3	1,5
03-mai-2010	2,1	2,5	2,7	0,8	2,3	0,6	1,1	1,2	1,2	1,4	3,2	3,2	4,4	3,7	3	3	2,8	2,4	5,7	4	2,7	1,1	0,7	0,3
04-mai-2010	0,7	1,1	1,8	1,5	2,2	1,9	1,1	1,8	0,4	1,2	1,1	2,1	2,6	2,8	2,8	2,9	2,3	2,2	7,2	2,9	3,1	2,8	1,6	0,4
05-mai-2010	0,7	2,1	2,5	1	0,8	0,8	1,4	1,3	2,1	0,6	1,2	1,5	1,7	1,3	1,9	1,6	3,3	1,7	0,8	0,5	1	1,2	1,2	0,8
06-mai-2010	1	1,3	0,2	2,1	1	0,9	0,9	1	1,5	0,9	1,9	2,9	3,2	2,8	3,9	3,9	3,4	3,6	2,8	4,2	3,5	1,4	2	1,1
07-mai-2010	2	3,1	3	2,3	2,3	1,4	0,9	1,3	0,9	0,5	1,6	2,5	2,7	3,2	3,1	3,1	3,1	2,6	1,8	2	0,6	2,8	2,3	0,5
08-mai-2010	0,6	2,5	2,5	1,4	1,9	1,9	1,2	1,4	0,7	1,1	1,4	2,9	3,4	3,4	3,2	3,1	3,2	3	2,6	1	3,7	2,4	2	1,5
09-mai-2010	0,3	0,9	2,1	1,2	1,2	1,8	2,5	2,2	1,4	1	0,6	2,9	2,8	2,2	2,5	2,5	2,7	3,8	4,4	4,1	2,4	2,3	0,7	1,6
10-mai-2010	1,8	2,7	4,2	2,6	2,2	2,1	2,2	1,8	0,7	0,6	1,1	1,7	2,4	2,5	2,6	2,3	4,2	4	4,1	4	3,5	1,3	1,1	0,3
11-mai-2010	0,8	1,2	0,9	1,1	0,4	1,1	1	1,1	0,7	0,6	1,2	2,1	1,8	2,5	2,1	1,2	2,3	3,8	4,1	3,9	3,3	1,4	1,9	1,4
12-mai-2010	1,4	1,1	1,2	1,8	1,1	0,6	0,6	0,8	0,8	0,2	1,3	2	1,8	2	2,2	1,9	3,1	4	4,6	4,5	2,9	2,4	2,1	1,8
13-mai-2010	1,5	1,4	2	1,1	0,8	0,6	1	0,6	0,6	0,3	1,9	2,6	2,6	2,5	2,5	2,3	4,2	3,7	4,3	4,8	3,4	3	2,7	1,8
14-mai-2010	2,1	1,5	2	1,1	1,4	0,8	0,9	1	1,1	0,7	1,8	3,3	3,9	3,7	4,3	3,1	3	3,6	3,8	3,4	2,4	0,9	1,3	0,6
15-mai-2010	0,7	1,6	0,8	0,8	1,7	1,1	1,1	2,1	2	0,9	1,3	2,1	2,2	2,9	2,9	3,9	4,1	4,3	4,5	4,5	3,6	2,1	0,3	0,9
16-mai-2010	2,4	1,6	1,6	1,7	2,4	1,4	1,4	1	1,3	1,2	2,3	3,2	3,8	3,7	3	3,3	4,7	4,5	5,1	4,6	3,7	2,1	3,5	4
17-mai-2010	4,6	3,2	2,5	2,6	3,2	2,1	0,8	1	0,9	0,5	1,5	2,4	2,8	3,7	3,4	2,9	3,7	4,2	5	4,1	3,3	1	0,5	0,1
18-mai-2010	1,2	1,4	2	3	1,4	1,2	1,2	0,3	1,2	0,9	1	2,1	2,8	3,4	3,3	2,7	2,4	4,2	4,7	4,8	3,5	2,8	2,1	3
19-mai-2010	2,6	2,2	2,2	1,6	1	0,9	1,3	1,5	0,8	0,9	1,2	1,9	3,3	3,6	3,3	2,8	2,9	1,8	3,6	4,1	3,9	2,9	2,1	2
20-mai-2010	2	2,8	2,4	2,8	1,7	1,8	1,8	1,7	0,8	0,4	0,9	1,9	1,7	1,8	2,2	2,9	2,2	4	4,1	5,5	4,6	2,5	3,8	3,2
21-mai-2010	4,5	4,3	4,8	4,1	4,1	2,7	1,9	1,5	1,8	1	1,3	2,7	4,4	3,4	3,6	2,1	3,3	4,3	5	5,3	5,3	4	3,4	3,6
22-mai-2010	3,9	3,1	2,8	2,1	1,2	1,4	1,4	0,8	0,3	0,8	1,5	3,5	3,3	4,4	4,4	4,7	4,8	5,2	5	5,2	4,4	2,9	3,9	3,5
23-mai-2010	3,1	4,7	3,3	2,7	2,8	1,8	4,8	0,9	1,3	0,8	1,6	3,4	3,3	3,8	3,7	4,2	5,4	4,7	5,3	6,1	4,3	2,9	3,5	3,2
24-mai-2010	4,3	4,2	3	2,5	2,7	2,4	1,4	1,2	1,4	0,9	1,8	3,8	2,9	3,4	3,4	2,9	3,5	5,3	5,9	4,8	4	4,3	4,8	4,8
25-mai-2010	5,7	4,9	3,6	2,7	1,6	2,7	1,9	0,9	0,8	0,8	1,5	2,4	3,1	3,4	3,2	2,3	4	4,8	5,1	5,7	3,8	4	5,7	4,8
26-mai-2010	2,9	2,6	2,5	2,4	1,3	2,1	0,8	1	2,2	1,7	2,4	3,4	4	3,5	3	2,5	4,8	5,1	4,4	5,1	3,7	3,8	3,5	3,6
27-mai-2010	3,4	4,1	4,1	3,5	3,9	3,8	1,1	1,8	1	0,8	1,5	2,8	3,7	3,1	3,2	3,6	4,1	5,3	5,4	5,2	4,6	4,1	4,4	4,5
28-mai-2010	4,9	3,9	4	2,5	1,6	1,4	1	1,1	2,3	2,2	2,2	2,6	2,3	3	2,8	2,7	2,6	4,1	4,5	5,5	4,4	4,2	3,5	4
29-mai-2010	4,5	5,4	4,5	3,2	2,1	2	1,9	2,2	1,6	1,5	2	2,6	2,9	3,4	4,5	2,7	4,2	4,9	5,4	5,5	4,2	2,8	4,8	4,5
30-mai-2010	5,3	4,7	3,7	3,1	2	1	1,2	1,2	0,5	1,6	2	2,3	3,1	3,2	2,3	3,3	2,4	4,4	5,3	4,2	4,5	3,9	4,6	5,1
31-mai-2010	3,8	4,3	3,6	3,8	3,5	1,3	1,5	0,8	0,6	0,9	2,7	3,4	2,7	3,9	3,2	3,7	3,2	3,5	2,6	2,9	2,7	1,4	0,7	0,6
01-jun-2010	1,5	0,2	0,2	0,9	0,2	0,5	0,5	0,7	0,8	0,8	0,8	1,4	1,3	1,2	2,1	3,4	4,7	4,5	4,8	4,4	4,1	2,2	1,3	1,6
02-jun-2010	1,1	1,8	1,2	1,3	1,5	1,6	1,6	1,6	1,5	1,4	1,3	3,3	2,7	4,1	3,1	2,9	2,4	4,3	5,1	4,9	4,6	3,7	3,9	3,3
03-jun-2010	4,5	4,4	4,9	4,4	2,4	3,5	2,5	1,8	1,5	1,5	2,4	3,8	3,2	2,8	3	4,9	5,1	6	6,3	6,1	4,8	3,2	3,5	4,5
04-jun-2010	4,9	4,3	3,9	2,6	2,2	2,6	2,2	2	1,8	1	1,3	1,5	3,4	3,1	2,7	4,7	3	1,8	3,4	3,7	2,4	1,4	3,3	2,1
05-jun-2010	1,9	1,9	1,3	1,8	1,8	1,7	1,6	2,4	1,2	1,1	2,3	3,6	3	2,7	2,2	1,9	1,4	2,9	1,8	1,4	2,7	2,2	0,7	0,9
06-jun-2010	1,5	0,6	0,7	0,2	0,4	1,1	1,2	0,9	0,3	1,7	2,4	2,7	3,5	2,8	3,1	2,8	2,8	3,1	5	5,3	4,3	2,8	3,6	2,3
07-jun-2010	2,7	3,6	3,4	2,9	2,6	1,9	1,5	1,2	1,3	1,4	2,7	4,5	3,6	4	2,9	3,4	3	4,5	4,9	5,2	4	3,2	3,1	4,1
08-jun-2010	3,7	3,7	3,7	3,1	2,6	2,4	3	3,5	1,5	1,3	2,7	4,1	3,8	2,8	3	2,6	3,5	4	4,6	4,6	3,1	1,9	3,1	3
09-jun-2010	3,5	3,9	3,1	2,7	3	2,4	3	1,6	1,3	1,7	2,3	3	3,5	4,5	4	3,5	3,1	3,4	5,3	5,2	4,3	2,8	1,1	0,2
10-jun-2010	2,6	3,2	2,4	1,9	1,9	1,7	1,1	2	1,3	1,1	2	3,1	3,4	4,1	4,3	3,5	4,9	4,1	1,2	3,8	3,9	2	0,3	0,7
11-jun-2010	1,5	1,4	1,9	1,8	1,8	2,1	2	1,1	0,7	0,9	1,4	3,6	3,2	3,1	4,1	3,4	3,3	4,8	5,2	4,8	3,8	2,1	1	1,6
12-jun-2010	3,1	2,1	1,7	1,2	1,4	1,7	2,1	2,4	0,7	0,3	1,5	2,5	2,7	4	3,2	3,4	3,2	2,6	3,1	4,5	3,9	2	0,4	0,9
13-jun-2010	1	1,4	2,9	1,2	1,5	0,5	0,6	0,7	0,5	1	1,9	3,5	3,7	3,7	3	4	4,2	3,8	3,9	4	4,7	2,3	2,4	0,7
14-jun-2010	0,8	0,8	0,8	0,7	0,9	1,2	1,1	1,2	1,2	1,3	2,1	3,3	3,2	3,9	2,9	3,3	3,6	3,6	3,3	3,3	2,4	1,7	0,7	1,4
15-jun-2010	1,6	1,6	1,9	1,8	2,5	1,4	1,2	2,1	2,1	2,2	2,9	3,7	3,8	3,9	4,1	3,3	4,1	4,7	5,6	5,4	3,2	2,2	1,4	1,1
16-jun-2010	1,8	1,5	1,3	0,7	0,6	0,7	1,2	0,9	0,8	0,3	2	3,5	3,9	3,4	3,5	3,1	3,1	4,8	5,4	5,7	4	2,2	1,8	2,4
17-jun-2010	1,5	1,9	2,1	1,9	1,3	1,7	1,4	1,6	1,4	1,4	1,7	3,4	3,7	3,5	4	3,6	3,3	3,5	4,9	4,4	3,5	2,5	2,4	1,5
18-jun-2010	1,2	0,8	1,3	1,1	1	1,2	1,4	1,3	1,2	1,2	1,8	2,1	2,6	3,1	4,7	5,8	5,7	6,4	7,1	6,1	4,7	2,8	2,7	3,1
19-jun-2010	2,8	2,8	1,5	1,1	0,7	0,9	1,7	1,8	1,4	0,8	1,2	4,2	3,8	4,3	3,2	4,4	5,4	5,7	5,1	5,1	5,2	2,9	2,3	1,5
20-jun-2010	1,4	1,3	2	1,3	1	1,3	0,7	0,7	0,2	0,4	1,3	2,7	3,8	4,1	4,4	4,3	2,3	3,2	3,8	3,8	5,4	4,6	2,8	1
21-jun-2010	2,5	2,6	3,6	2,9	2,2	1,8	2	2,2	1,1	1,1	1,8	4	3,8	3,7	4	4,1	5,4	5,9	5,7	5,5	4,2	2,8	3,3	3,5
22-jun-2010	4,1	3,8	2,3	2,4	1,1	1,4	1,3	0,5	1	1	1,8	2,3	3,1	3,3	2,8	4,6	5,3	3,3	4,3	4,6	4,9	3,6	2	1,8
23-jun-2010	3	3,2	2,3	2,2	1,3	1,4	1	1,7	1	1	0,6	2	2,3	2,4	5,5	5,5	6,8	4,2	2,9	2,4	3,6	2,4	1,9	1,5
24-jun-2010	1	1	1,6	1,6	1,2	0,8	1	0,9	0,8	0,9	1,4	2,7	3,2	3,8	3,7	3,8	3,8	4,1	3,2	3,5	3	1,7	1,2	0,6
25-jun-2010	0,9	1,9	1,6	0,6	0,9	1	1,6	1,5	1,6	0,6	1,1	3,3	3,4	4,8	3,6	3,9	3,7	5	3,9	4	3,5	1,4	0,5	0,6
26-jun-2010	1,5	1	2,3	2,6	2,1	1,3	1	0,3	0,3	0,6	1,7	3,7	3,4	4,8	3,9	4,3	4,5	4,6	4,9	4,4	4	3,2	1,8	2,5
27-jun-2010	2,4	3,4	2,6	2,7	1,7	0,8	1,3	1,1	0,8	1,4	1,7	2,5	3,5	4,4	4,8	3,4	5	5,7	5,4	4,7	4,6	2,8	1,9	0,7
28-jun-2010	2,7	2,2	2,6	1,7	1,7	1	0,8	0,2	0,9	0,6	1,6	1,4	3,9	4	3,6	3,3	3,5	3,2	2,2	4,8	4,3	1,6	1,1	2,6
29-jun-2010	2,3	1,7	1,3	1	1	1,1	1	0,5	0,5	1,3	0,9	2,6	3,4	2,8	4,3	3,4	3,5	3,9	4,3	4,4	3,5	2,1	2,5	2,9
30-jun-2010	1,4	1,8	1,5	1,6	1,6	1,3	1,4	1,3	1,1	1,2	2	3	3,5	3,8	3,8	3,9	3,4	2,9	2,6	3,1	3,5	3	2,4	1,3
01-jul-2010	1	1,7	2,1	1,7	2,2	1,2	0,7	0,7	1	0,5	0,8	2,4	3	3	3,6	2,1	2	2,4	2	2,6	2,4	1,6	1,2	2,7
02-jul-2010	1,8	1,9	1,8	1,7	1,9	1,8	1,2	1	0,8	0,9	0,8	3,4	2,5	3,7	3,7	3,3	3,3	4,9	5,6	5,7	4,8	3,7	3,3	2
03-jul-2010	4,4	3,8	2,8	1,8	1,8	1,3	2,1	1,5	0,3	0,6	3	2,7	2,5	2,6	2,3	2,7	3,7	4,8	5,6	6,3	5,9	4,4	2,9	3,8
04-jul-2010	2,5	2,4	1,7	1,7	1,5	0,7	0,3	0,8	1,3	0,9	1,9	2,9	3,2	2,8	2,5	2,6	2,6	2,4	4,9	5,4	3,6	2,9	2,4	0,8
05-jul-2010	0,9	0,8	1,4	1,2	1,5	1,6	1,7	1,4	1,4	0,6	1,4	3,8	4	4	3,7	4,7	3,3	4,1	4	5,2	4,5	3	0,3	0,9
06-jul-2010	0,8	1,1	1,5	1,4	1,1	1,1	1	0,7	1,1	1,2	2,7	3,2	4	4,2	3,8	3	3,4	4,2	5	5,7	4,9	2,8	1,6	1
07-jul-2010	0,6	0,8	1	0,5	1	1,3	2,8	2,5	1,9	0,8	1,6	2,1	2,8	3	3,6	4,2	3,7	4	6,1	5	4	3	3,8	3
08-jul-2010	2,5	3,1	2,3	2,9	2,3	1,8	1	0,6	1,1	0,8	1,3	2,2	2,6	2,4	3,1	3,8	3,7	3,4	4,7	4,4	4,8	4,1	4,1	2,8
09-jul-2010	2,6	3	3,9	2,7	1,3	0,8	0,9	1,1	0,9	1	1,3	2,2	2,9	2,5	1,9	3,6	5,7	4,8	3,6	3,1	4,1	4,2	5,2	4
10-jul-2010	1,7	0,8	1,4	0,8	0,9	0,3	0,6	1,3	1,4	0,8	1,6	3	3,5	3,9	4,9	4	5,7	5,7	6,1	5,8	4,7	3,6	3,6	3,2
11-jul-2010	3,8	4,3	2,9	3,4	3	2,6	1,6	1	1	1	1,7	2,3	2,3	3,5	4	4,6	4,6	5,8	6,9	5,9	5,2	4	4,4	4,6
12-jul-2010	4,2	4,2	3,3	2,1	1,5	0,7	1,4	1,4	0,6	1,3	2,5	3,8	3,1	4,5	3,5	4,2	2,6	4,3	5,5	5,5	5,6	4,6	4,7	4,8
13-jul-2010	5,9	6,3	3,7	2,5	0,9	1	0,8	1	1,1	2,1	2	3,4	3,3	4,7	4,5	5,3	5,2	5,4	5,5	6	5,2	4,6	5,5	4,5
14-jul-2010	3,3	3	3,1	3,1	0,9	1,7	1,9	1,1	1,1	0,9	1	3,7	3,3	3,5	4,2	4,8	5,7	4,5	5,5	5,5	3,8	3,2	2,7	3,3
15-jul-2010	4,7	4,1	3,7	2,4	1,8	2,3	1	1,1	0,9	1	1,5	3,3	4,2	3,5	4,2	3,5	5	6	6,4	6,2	6	5,9	5	6
16-jul-2010	4	3,8	2,7	1,1	1,4	0,1	1,8	0,9	0,8	0,4	1,1	2,8	3,7	3,2	4,8	4	5,2	4,1	4,1	4,7	6,8	3,4	3,9	3,2
17-jul-2010	1,4	1,4	1,5	2	1,4	1,1	0,6	1	0,6	0,9	1,3	3,4	3,5	4,8	3,6	3,2	3,7	4,5	4,3	3,7	3,1	2,7	1,2	1,6
18-jul-2010	2,1	2,2	2,1	1,3	0,8	1,2	1,3	1,1	1,1	0,6	1,8	3,2	3,6	3,6	3,3	3,5	4	3,8	4,6	4,9	4,5	3,1	3,7	3,2
19-jul-2010	2,2	4,3	2,5	2,2	1,4	1	0,4	1	1,5	1,6	2,7	3	4,1	4,1	3,8	3,8	4,2	4,9	5,3	5,7	5,7	3,8	3,5	2,9
20-jul-2010	3,4	3,9	3,1	1,7	1,7	1,6	1,2	0,3	0,6	0,9	0,7	2,5	2,9	3,4	3,3	3,2	2,2	4,8	5,1	5,3	5,7	4,2	4,1	3,6
21-jul-2010	4,3	4,1	3,1	2,7	1,6	1,4	0,8	0,1	1	1,2	2,1	3,1	4,5	3,2	4,1	3,2	4,1	4,5	5,2	5,8	4,9	3,6	2,3	4
22-jul-2010	3,1	4	2,7	1,5	1,5	1,1	1,1	0,9	0,8	1,3	1,6	3,4	2,9	4,5	4,8	3,6	4,4	3,8	4,5	2,3	4,5	1,7	2	1,4
